row,quality_of_class,difficulty_of_class,thumbs_up,thumbs_down,comment
13,4.0,4.0,0,0,"Dr. Clark is a solid professor! I learned a lot from him and you can tell he is really passionate about the material. He is easily distracted which means his lectures can be a bit convoluted, but I didn't really mind. His class is definitely not an ""easy A"" because the exams are pretty tough, but the papers and projects help make up for that."
14,4.0,3.0,0,0,Clark is so enthusiastic abt his subject and is great at explaining the material even in the asynchronic format. There's A LOT of reading for POLI76 so be prepared but tbh u can skim and as long as u watch lecture u'll get the main points. Not a super harsh grader and there are few assignments other than reading/lecture. 2 papers and 1 group proj.
15,5.0,2.0,0,0,"Great professor. His clear enthusiasm and interest in the topic made me really want to learn. Do your readings, take notes in class, and spend time thinking about the issues and topics this class discusses: you'll do well. Funny guy as well."
16,5.0,3.0,0,0,"Loved having him as a professor this semester! I definitely plan on taking a class with him again. This class isn't necessarily an easy A, as the second midterm and final are pretty difficult. Attendance is taken occasionally, but info directly from lectures is on tests. He is very passionate and makes boring subjects more relevant an interesting!"
17,4.0,1.0,0,0,"Dr. Clark shows that a class doesnt need to be insanely hard for you to learn a lot from it. The tests are very consistent with the lectures/readings, and you get to spend a lot of time on discussions and current events. It can get a little dry/awkward if no one is participating, but hes very enthusiastic and knowledgeable about what he teaches."
18,5.0,2.0,0,0,Dr. Clark is awesome! One of my favorite professors at UNC. He is hilarious and genuinely cares about his students and is passionate about the class material. He also makes lectures interesting.
19,5.0,2.0,0,0,Clark is one of my favorite professors i've had at UNC. His exams come straight from lecture material so I recommend going to class. Also takes attendance once in a while. A fair grader & made lectures enjoyable! can tell he is passionate about politics & a super nice guy!
20,5.0,4.0,0,0,"My favorite professor at UNC. Absolutely incredible lecturer. I had Dr. Clark for 101 and 204, and thoroughly enjoyed both of them. The grades I received in both classes were not ideal, but that was not necessarily because of him. He's a fair grader and knows how to explain what he's thinking. He's so funny and I never felt nervous in class."
1,1.0,2.0,0,0,"Complete waste of time. Easy diversity credit for poli sci, but get ready to learn nothing. Even though the class is listed as a feminist class, no one is passionate about the material. Any alternative viewpoints are shut down, and if you just regurgitate her viewpoints to her you will get a good grade. The class is all online as well."
2,5.0,2.0,0,0,The class was all online but Professor Conover is great. Flipped classroom but the content is interesting and she never assigns so much that it's overwhelming. Very clear criteria for projects/papers and is a very generous grader. Recommend if you're okay with an online class.
3,5.0,1.0,1,0," Once a week zoom meeting where you discuss class topics. Only 3 group papers (graded very forgivingly), and 3 forums posts. No exams and an easy final project. Very interesting topics covered with low commitment, should be an easy A if you do the work! Professor Conover is very understanding and I highly recommend her!
"
4,4.0,3.0,0,0,"This class was exhausting. Coming from a feminist Poli Sci Major, you can make a good grade but it takes an unnecessary amount of work. Lectures were long and we had soooo much reading everyday. The content is interesting but the format is tiring. Like I said you can make a good grade but its not really worth the work required. "
5,4.0,3.0,0,0,"The class was definitely reading and homework heavy, too much so at times. However, Dr. Conover provided interesting material, was very organized, and fair with quizzes and forum posts. You had to stay engaged, but she was very understanding of special circumstances and was warm and welcoming overall. Would recommend, but be ready to work!"
6,4.0,1.0,0,0,We only had class once a week and hardly any assignments. Frequent short quizzes but they were scheduled. She was very nice but with the class being online it was hard to really form a relationship. A few group projects.
7,3.0,3.0,0,0,I had Conover online and we had one meeting per week. She is a tough grader and it takes forever for her to grade stuff. Her grading criteria is nitpicky + difficult to please. She has a horrible internet connection and class is therefore difficult. Her work is organized but you have to teach yourself everything. She did not answer emails promptly.
